日期,股票代碼,類別,數值,原始名稱
2015-09-30,2454,IncomeFromContinuingOperations,7959768000,繼續營業單位本期淨利（淨損）
2015-09-30,2454,IncomeAfterTaxes,7959768000,本期淨利（淨損）
2015-09-30,2454,TotalConsolidatedProfitForThePeriod,11394069000,本期綜合損益總額
2015-09-30,2454,Revenue,56962044000,營業收入
2015-09-30,2454,CostOfGoodsSold,32657866000,營業成本
2015-09-30,2454,GrossProfit,24304178000,營業毛利（毛損）淨額
2015-09-30,2454,OperatingIncome,7621767000,營業利益（損失）
2015-09-30,2454,TotalNonoperatingIncomeAndExpense,1452409000,營業外收入及支出
2015-09-30,2454,TAX,1114408000,所得稅費用（利益）
2015-09-30,2454,OtherComprehensiveIncome,3434301000,其他綜合損益（淨額）
2015-09-30,2454,EquityAttributableToOwnersOfParent,7954447000,淨利（淨損）歸屬於母公司業主
2015-09-30,2454,NoncontrollingInterests,5321000,淨利（淨損）歸屬於非控制權益
2015-12-31,2454,IncomeBeforeIncomeTax,4744980000,稅前淨利(淨損)
2015-12-31,2454,NetIncome,4180560000,本期淨利(淨損)
2015-12-31,2454,OperatingExpenses,20032587000,營業費用
2015-12-31,2454,EPS,2.83,基本每股盈餘（元）
2015-12-31,2454,PreTaxIncome,4744982000,稅前淨利（淨損）
2015-12-31,2454,IncomeFromContinuingOperations,4180560000,繼續營業單位本期淨利（淨損）
2015-12-31,2454,IncomeAfterTaxes,4180560000,本期淨利（淨損）
2015-12-31,2454,TotalConsolidatedProfitForThePeriod,4061677000,本期綜合損益總額
2015-12-31,2454,Revenue,61712919000,營業收入
2015-12-31,2454,CostOfGoodsSold,37932483000,營業成本
2015-12-31,2454,GrossProfit,23780436000,營業毛利（毛損）淨額
2015-12-31,2454,OperatingIncome,3747849000,營業利益（損失）
2015-12-31,2454,TotalNonoperatingIncomeAndExpense,997133000,營業外收入及支出
2015-12-31,2454,TAX,564422000,所得稅費用（利益）
2015-12-31,2454,OtherComprehensiveIncome,-118883000,其他綜合損益（淨額）
2015-12-31,2454,EquityAttributableToOwnersOfParent,4428138000,淨利（淨損）歸屬於母公司業主
2015-12-31,2454,NoncontrollingInterests,-247578000,淨利（淨損）歸屬於非控制權益
2016-03-31,2454,IncomeBeforeIncomeTax,5278190000,稅前淨利(淨損)
2016-03-31,2454,NetIncome,4472990000,本期淨利(淨損)
2016-03-31,2454,OperatingExpenses,16904306000,營業費用
2016-03-31,2454,EPS,2.79,基本每股盈餘（元）
2016-03-31,2454,PreTaxIncome,5278187000,稅前淨利（淨損）
2016-03-31,2454,IncomeFromContinuingOperations,4472987000,繼續營業單位本期淨利（淨損）
2016-03-31,2454,IncomeAfterTaxes,4472987000,本期淨利（淨損）
2016-03-31,2454,TotalConsolidatedProfitForThePeriod,2701421000,本期綜合損益總額
2016-03-31,2454,Revenue,55905486000,營業收入
2016-03-31,2454,CostOfGoodsSold,34598088000,營業成本
2016-03-31,2454,GrossProfit,21307398000,營業毛利（毛損）淨額
2016-03-31,2454,OperatingIncome,4403092000,營業利益（損失）
2016-03-31,2454,TotalNonoperatingIncomeAndExpense,875095000,營業外收入及支出
2016-03-31,2454,TAX,805200000,所得稅費用（利益）
2016-03-31,2454,OtherComprehensiveIncome,-1771566000,其他綜合損益（淨額）
2016-03-31,2454,EquityAttributableToOwnersOfParent,4362997000,淨利（淨損）歸屬於母公司業主
2016-03-31,2454,NoncontrollingInterests,109990000,淨利（淨損）歸屬於非控制權益
2016-06-30,2454,IncomeBeforeIncomeTax,7751490000,稅前淨利(淨損)
2016-06-30,2454,NetIncome,6589720000,本期淨利(淨損)
2016-06-30,2454,OperatingExpenses,18483965000,營業費用
2016-06-30,2454,EPS,4.16,基本每股盈餘（元）
2016-06-30,2454,PreTaxIncome,7751488000,稅前淨利（淨損）
2016-06-30,2454,IncomeFromContinuingOperations,6589719000,繼續營業單位本期淨利（淨損）
2016-06-30,2454,IncomeAfterTaxes,6589719000,本期淨利（淨損）
2016-06-30,2454,TotalConsolidatedProfitForThePeriod,5210398000,本期綜合損益總額
2016-06-30,2454,Revenue,72527311000,營業收入
2016-06-30,2454,CostOfGoodsSold,46974155000,營業成本
2016-06-30,2454,GrossProfit,25553156000,營業毛利（毛損）淨額
2016-06-30,2454,OperatingIncome,7069191000,營業利益（損失）
2016-06-30,2454,TotalNonoperatingIncomeAndExpense,682297000,營業外收入及支出
2016-06-30,2454,TAX,1161769000,所得稅費用（利益）
2016-06-30,2454,OtherComprehensiveIncome,-1379321000,其他綜合損益（淨額）
2016-06-30,2454,EquityAttributableToOwnersOfParent,6499546000,淨利（淨損）歸屬於母公司業主
2016-06-30,2454,NoncontrollingInterests,90173000,淨利（淨損）歸屬於非控制權益
2016-09-30,2454,IncomeBeforeIncomeTax,8615410000,稅前淨利(淨損)
2016-09-30,2454,NetIncome,7830290000,本期淨利(淨損)
2016-09-30,2454,OperatingExpenses,19994516000,營業費用
2016-09-30,2454,EPS,4.98,基本每股盈餘（元）
2016-09-30,2454,PreTaxIncome,8615407000,稅前淨利（淨損）
2016-09-30,2454,IncomeFromContinuingOperations,7830287000,繼續營業單位本期淨利（淨損）
2016-09-30,2454,IncomeAfterTaxes,7830287000,本期淨利（淨損）
2016-09-30,2454,TotalConsolidatedProfitForThePeriod,5377839000,本期綜合損益總額
2016-09-30,2454,Revenue,78403491000,營業收入
2016-09-30,2454,CostOfGoodsSold,50786898000,營業成本
2016-09-30,2454,GrossProfit,27616593000,營業毛利（毛損）淨額
2016-09-30,2454,OperatingIncome,7622077000,營業利益（損失）
2016-09-30,2454,TotalNonoperatingIncomeAndExpense,993330000,營業外收入及支出
2016-09-30,2454,TAX,785120000,所得稅費用（利益）
2016-09-30,2454,OtherComprehensiveIncome,-2452448000,其他綜合損益（淨額）
2016-09-30,2454,EquityAttributableToOwnersOfParent,7792050000,淨利（淨損）歸屬於母公司業主
2016-09-30,2454,NoncontrollingInterests,38237000,淨利（淨損）歸屬於非控制權益
2016-12-31,2454,IncomeBeforeIncomeTax,5567800000,稅前淨利(淨損)
2016-12-31,2454,NetIncome,5137540000,本期淨利(淨損)
2016-12-31,2454,OperatingExpenses,19731270000,營業費用
2016-12-31,2454,EPS,3.23,基本每股盈餘（元）
2016-12-31,2454,PreTaxIncome,5567803000,稅前淨利（淨損）
2016-12-31,2454,IncomeFromContinuingOperations,5137539000,繼續營業單位本期淨利（淨損）
2016-12-31,2454,IncomeAfterTaxes,5137539000,本期淨利（淨損）
2016-12-31,2454,TotalConsolidatedProfitForThePeriod,16432292000,本期綜合損益總額
2016-12-31,2454,Revenue,68675426000,營業收入
2016-12-31,2454,CostOfGoodsSold,44962741000,營業成本
2016-12-31,2454,GrossProfit,23712685000,營業毛利（毛損）淨額
2016-12-31,2454,OperatingIncome,3981415000,營業利益（損失）
2016-12-31,2454,TotalNonoperatingIncomeAndExpense,1586388000,營業外收入及支出
2016-12-31,2454,TAX,430264000,所得稅費用（利益）
2016-12-31,2454,OtherComprehensiveIncome,11294753000,其他綜合損益（淨額）
2016-12-31,2454,EquityAttributableToOwnersOfParent,5046005000,淨利（淨損）歸屬於母公司業主
2016-12-31,2454,NoncontrollingInterests,91534000,淨利（淨損）歸屬於非控制權益
2017-03-31,2454,IncomeBeforeIncomeTax,7501110000,稅前淨利(淨損)
2017-03-31,2454,NetIncome,6639160000,本期淨利(淨損)
2017-03-31,2454,OperatingExpenses,17577718000,營業費用
2017-03-31,2454,EPS,4.29,基本每股盈餘（元）
2017-03-31,2454,PreTaxIncome,7501114000,稅前淨利（淨損）
2017-03-31,2454,IncomeFromContinuingOperations,6639157000,繼續營業單位本期淨利（淨損）
2017-03-31,2454,IncomeAfterTaxes,6639157000,本期淨利（淨損）
2017-03-31,2454,TotalConsolidatedProfitForThePeriod,5935715000,本期綜合損益總額
2017-03-31,2454,Revenue,56082721000,營業收入
2017-03-31,2454,CostOfGoodsSold,37293025000,營業成本
2017-03-31,2454,GrossProfit,18789696000,營業毛利（毛損）淨額
2017-03-31,2454,OperatingIncome,1211978000,營業利益（損失）
2017-03-31,2454,TotalNonoperatingIncomeAndExpense,6289136000,營業外收入及支出
2017-03-31,2454,TAX,861957000,所得稅費用（利益）
2017-03-31,2454,OtherComprehensiveIncome,-703442000,其他綜合損益（淨額）
2017-03-31,2454,EquityAttributableToOwnersOfParent,6702264000,淨利（淨損）歸屬於母公司業主
2017-03-31,2454,NoncontrollingInterests,-63107000,淨利（淨損）歸屬於非控制權益
2017-06-30,2454,IncomeBeforeIncomeTax,3380070000,稅前淨利(淨損)
2017-06-30,2454,NetIncome,2210260000,本期淨利(淨損)
2017-06-30,2454,OperatingExpenses,17971570000,營業費用
2017-06-30,2454,EPS,1.51,基本每股盈餘（元）
2017-06-30,2454,PreTaxIncome,3380065000,稅前淨利（淨損）
2017-06-30,2454,IncomeFromContinuingOperations,2210263000,繼續營業單位本期淨利（淨損）
2017-06-30,2454,IncomeAfterTaxes,2210263000,本期淨利（淨損）
2017-06-30,2454,TotalConsolidatedProfitForThePeriod,9918404000,本期綜合損益總額
2017-06-30,2454,Revenue,58078789000,營業收入
2017-06-30,2454,CostOfGoodsSold,37748989000,營業成本
2017-06-30,2454,GrossProfit,20329800000,營業毛利（毛損）淨額
2017-06-30,2454,OperatingIncome,2358230000,營業利益（損失）
2017-06-30,2454,TotalNonoperatingIncomeAndExpense,1021835000,營業外收入及支出
2017-06-30,2454,TAX,1169802000,所得稅費用（利益）
2017-06-30,2454,OtherComprehensiveIncome,7708141000,其他綜合損益（淨額）
2017-06-30,2454,EquityAttributableToOwnersOfParent,2367946000,淨利（淨損）歸屬於母公司業主
2017-06-30,2454,NoncontrollingInterests,-157683000,淨利（淨損）歸屬於非控制權益
2017-09-30,2454,IncomeBeforeIncomeTax,5621000000,稅前淨利(淨損)
2017-09-30,2454,NetIncome,5060530000,本期淨利(淨損)
2017-09-30,2454,OperatingExpenses,18223309000,營業費用
2017-09-30,2454,EPS,3.26,基本每股盈餘（元）
2017-09-30,2454,PreTaxIncome,5621003000,稅前淨利（淨損）
2017-09-30,2454,IncomeFromContinuingOperations,5060532000,繼續營業單位本期淨利（淨損）
2017-09-30,2454,IncomeAfterTaxes,5060532000,本期淨利（淨損）
2017-09-30,2454,TotalConsolidatedProfitForThePeriod,9966830000,本期綜合損益總額
2017-09-30,2454,Revenue,63651408000,營業收入
2017-09-30,2454,CostOfGoodsSold,40469079000,營業成本
2017-09-30,2454,GrossProfit,23182329000,營業毛利（毛損）淨額
2017-09-30,2454,OperatingIncome,4959020000,營業利益（損失）
2017-09-30,2454,TotalNonoperatingIncomeAndExpense,661983000,營業外收入及支出
2017-09-30,2454,TAX,560471000,所得稅費用（利益）
2017-09-30,2454,OtherComprehensiveIncome,4906298000,其他綜合損益（淨額）
2017-09-30,2454,EquityAttributableToOwnersOfParent,5102016000,淨利（淨損）歸屬於母公司業主
2017-09-30,2454,NoncontrollingInterests,-41484000,淨利（淨損）歸屬於非控制權益
2017-12-31,2454,IncomeBeforeIncomeTax,10735300000,稅前淨利(淨損)
2017-12-31,2454,NetIncome,10160100000,本期淨利(淨損)
2017-12-31,2454,OperatingExpenses,21294143000,營業費用
2017-12-31,2454,EPS,6.5,基本每股盈餘（元）
2017-12-31,2454,PreTaxIncome,10735281000,稅前淨利（淨損）
2017-12-31,2454,IncomeFromContinuingOperations,10160146000,繼續營業單位本期淨利（淨損）
2017-12-31,2454,IncomeAfterTaxes,10160146000,本期淨利（淨損）
2017-12-31,2454,TotalConsolidatedProfitForThePeriod,3512182000,本期綜合損益總額
2017-12-31,2454,Revenue,60403400000,營業收入
2017-12-31,2454,CostOfGoodsSold,37819343000,營業成本
2017-12-31,2454,GrossProfit,22584057000,營業毛利（毛損）淨額
2017-12-31,2454,OperatingIncome,1289914000,營業利益（損失）
2017-12-31,2454,TotalNonoperatingIncomeAndExpense,9445367000,營業外收入及支出
2017-12-31,2454,TAX,575135000,所得稅費用（利益）
2017-12-31,2454,OtherComprehensiveIncome,-6647964000,其他綜合損益（淨額）
2017-12-31,2454,EquityAttributableToOwnersOfParent,10160378000,淨利（淨損）歸屬於母公司業主
2017-12-31,2454,NoncontrollingInterests,-232000,淨利（淨損）歸屬於非控制權益
2018-03-31,2454,IncomeBeforeIncomeTax,3112510000,稅前淨利(淨損)
2018-03-31,2454,NetIncome,2660240000,本期淨利(淨損)
2018-03-31,2454,OperatingExpenses,17155247000,營業費用
2018-03-31,2454,TAX,452267000,所得稅費用（利益）
2018-03-31,2454,EPS,1.69,基本每股盈餘（元）
2018-03-31,2454,PreTaxIncome,3112511000,稅前淨利（淨損）
2018-03-31,2454,IncomeFromContinuingOperations,2660244000,繼續營業單位本期淨利（淨損）
2018-03-31,2454,IncomeAfterTaxes,2660244000,本期淨利（淨損）
2018-03-31,2454,TotalConsolidatedProfitForThePeriod,3627155000,本期綜合損益總額
2018-03-31,2454,Revenue,49653987000,營業收入
2018-03-31,2454,CostOfGoodsSold,30569299000,營業成本
2018-03-31,2454,GrossProfit,19084688000,營業毛利（毛損）淨額
2018-03-31,2454,OperatingIncome,1929441000,營業利益（損失）
2018-03-31,2454,TotalNonoperatingIncomeAndExpense,1183070000,營業外收入及支出
2018-03-31,2454,OtherComprehensiveIncome,966911000,其他綜合損益（淨額）
2018-03-31,2454,EquityAttributableToOwnersOfParent,2644868000,淨利（淨損）歸屬於母公司業主
2018-03-31,2454,NoncontrollingInterests,15376000,淨利（淨損）歸屬於非控制權益
2018-06-30,2454,IncomeBeforeIncomeTax,8757490000,稅前淨利(淨損)
2018-06-30,2454,NetIncome,7497670000,本期淨利(淨損)
2018-06-30,2454,OperatingExpenses,19020413000,營業費用
2018-06-30,2454,TAX,1259818000,所得稅費用（利益）
2018-06-30,2454,EPS,4.75,基本每股盈餘（元）
2018-06-30,2454,PreTaxIncome,8757490000,稅前淨利（淨損）
2018-06-30,2454,IncomeFromContinuingOperations,7497672000,繼續營業單位本期淨利（淨損）
2018-06-30,2454,IncomeAfterTaxes,7497672000,本期淨利（淨損）
2018-06-30,2454,TotalConsolidatedProfitForThePeriod,2998950000,本期綜合損益總額
2018-06-30,2454,Revenue,60481332000,營業收入
2018-06-30,2454,CostOfGoodsSold,37368587000,營業成本
2018-06-30,2454,GrossProfit,23112745000,營業毛利（毛損）淨額
2018-06-30,2454,OperatingIncome,4092332000,營業利益（損失）
2018-06-30,2454,TotalNonoperatingIncomeAndExpense,4665158000,營業外收入及支出
2018-06-30,2454,OtherComprehensiveIncome,-4498722000,其他綜合損益（淨額）
2018-06-30,2454,EquityAttributableToOwnersOfParent,7438324000,淨利（淨損）歸屬於母公司業主
2018-06-30,2454,NoncontrollingInterests,59348000,淨利（淨損）歸屬於非控制權益
2018-09-30,2454,IncomeBeforeIncomeTax,7651640000,稅前淨利(淨損)
2018-09-30,2454,NetIncome,6872230000,本期淨利(淨損)
2018-09-30,2454,OperatingExpenses,19514645000,營業費用
2018-09-30,2454,TAX,779406000,所得稅費用（利益）
2018-09-30,2454,EPS,4.4,基本每股盈餘（元）
2018-09-30,2454,PreTaxIncome,7651639000,稅前淨利（淨損）
2018-09-30,2454,IncomeFromContinuingOperations,6872233000,繼續營業單位本期淨利（淨損）
2018-09-30,2454,IncomeAfterTaxes,6872233000,本期淨利（淨損）
2018-09-30,2454,TotalConsolidatedProfitForThePeriod,11643420000,本期綜合損益總額
2018-09-30,2454,Revenue,67030146000,營業收入
2018-09-30,2454,CostOfGoodsSold,41205611000,營業成本
2018-09-30,2454,GrossProfit,25824535000,營業毛利（毛損）淨額
2018-09-30,2454,OperatingIncome,6309890000,營業利益（損失）
2018-09-30,2454,TotalNonoperatingIncomeAndExpense,1341749000,營業外收入及支出
2018-09-30,2454,OtherComprehensiveIncome,4771187000,其他綜合損益（淨額）
2018-09-30,2454,EquityAttributableToOwnersOfParent,6877449000,淨利（淨損）歸屬於母公司業主
2018-09-30,2454,NoncontrollingInterests,-5216000,淨利（淨損）歸屬於非控制權益
2018-12-31,2454,IncomeBeforeIncomeTax,4169840000,稅前淨利(淨損)
2018-12-31,2454,NetIncome,3752250000,本期淨利(淨損)
2018-12-31,2454,OperatingExpenses,19850907000,營業費用
2018-12-31,2454,TAX,417598000,所得稅費用（利益）
2018-12-31,2454,EPS,2.42,基本每股盈餘（元）
2018-12-31,2454,PreTaxIncome,4169845000,稅前淨利（淨損）
2018-12-31,2454,IncomeFromContinuingOperations,3752247000,繼續營業單位本期淨利（淨損）
2018-12-31,2454,IncomeAfterTaxes,3752247000,本期淨利（淨損）
2018-12-31,2454,TotalConsolidatedProfitForThePeriod,2591451000,本期綜合損益總額
2018-12-31,2454,Revenue,60891881000,營業收入
2018-12-31,2454,CostOfGoodsSold,37190161000,營業成本
2018-12-31,2454,GrossProfit,23701720000,營業毛利（毛損）淨額
2018-12-31,2454,OperatingIncome,3850813000,營業利益（損失）
2018-12-31,2454,TotalNonoperatingIncomeAndExpense,319032000,營業外收入及支出
2018-12-31,2454,OtherComprehensiveIncome,-1160796000,其他綜合損益（淨額）
2018-12-31,2454,EquityAttributableToOwnersOfParent,3799857000,淨利（淨損）歸屬於母公司業主
2018-12-31,2454,NoncontrollingInterests,-47610000,淨利（淨損）歸屬於非控制權益
2019-03-31,2454,IncomeBeforeIncomeTax,4004730000,稅前淨利(淨損)
2019-03-31,2454,NetIncome,3416020000,本期淨利(淨損)
2019-03-31,2454,OperatingExpenses,18304472000,營業費用
2019-03-31,2454,TAX,588709000,所得稅費用（利益）
2019-03-31,2454,EPS,2.17,基本每股盈餘（元）
2019-03-31,2454,PreTaxIncome,4004731000,稅前淨利（淨損）
2019-03-31,2454,IncomeFromContinuingOperations,3416022000,繼續營業單位本期淨利（淨損）
2019-03-31,2454,IncomeAfterTaxes,3416022000,本期淨利（淨損）
2019-03-31,2454,TotalConsolidatedProfitForThePeriod,12592773000,本期綜合損益總額
2019-03-31,2454,Revenue,52721892000,營業收入
2019-03-31,2454,CostOfGoodsSold,31248748000,營業成本
2019-03-31,2454,GrossProfit,21473144000,營業毛利（毛損）淨額
2019-03-31,2454,OperatingIncome,3168672000,營業利益（損失）
2019-03-31,2454,TotalNonoperatingIncomeAndExpense,836059000,營業外收入及支出
2019-03-31,2454,OtherComprehensiveIncome,9176751000,其他綜合損益（淨額）
2019-03-31,2454,EquityAttributableToOwnersOfParent,3405702000,淨利（淨損）歸屬於母公司業主
2019-03-31,2454,NoncontrollingInterests,10320000,淨利（淨損）歸屬於非控制權益
2019-06-30,2454,IncomeBeforeIncomeTax,8020570000,稅前淨利(淨損)
2019-06-30,2454,NetIncome,6502840000,本期淨利(淨損)
2019-06-30,2454,OperatingExpenses,19646774000,營業費用
2019-06-30,2454,TAX,1517730000,所得稅費用（利益）
2019-06-30,2454,EPS,4.11,基本每股盈餘（元）
2019-06-30,2454,PreTaxIncome,8020574000,稅前淨利（淨損）
2019-06-30,2454,IncomeFromContinuingOperations,6502844000,繼續營業單位本期淨利（淨損）
2019-06-30,2454,IncomeAfterTaxes,6502844000,本期淨利（淨損）
2019-06-30,2454,TotalConsolidatedProfitForThePeriod,15579272000,本期綜合損益總額
2019-06-30,2454,Revenue,61567106000,營業收入
2019-06-30,2454,CostOfGoodsSold,35777057000,營業成本
2019-06-30,2454,GrossProfit,25790049000,營業毛利（毛損）淨額
2019-06-30,2454,OperatingIncome,6143275000,營業利益（損失）
2019-06-30,2454,TotalNonoperatingIncomeAndExpense,1877299000,營業外收入及支出
2019-06-30,2454,OtherComprehensiveIncome,9076428000,其他綜合損益（淨額）
2019-06-30,2454,EquityAttributableToOwnersOfParent,6430120000,淨利（淨損）歸屬於母公司業主
2019-06-30,2454,NoncontrollingInterests,72724000,淨利（淨損）歸屬於非控制權益
2019-09-30,2454,IncomeBeforeIncomeTax,7946930000,稅前淨利(淨損)
2019-09-30,2454,NetIncome,6902380000,本期淨利(淨損)
2019-09-30,2454,OperatingExpenses,21260600000,營業費用
2019-09-30,2454,TAX,1044544000,所得稅費用（利益）
2019-09-30,2454,EPS,4.38,基本每股盈餘（元）
2019-09-30,2454,PreTaxIncome,7946925000,稅前淨利（淨損）
2019-09-30,2454,IncomeFromContinuingOperations,6902381000,繼續營業單位本期淨利（淨損）
2019-09-30,2454,IncomeAfterTaxes,6902381000,本期淨利（淨損）
2019-09-30,2454,TotalConsolidatedProfitForThePeriod,23261936000,本期綜合損益總額
2019-09-30,2454,Revenue,67224354000,營業收入
2019-09-30,2454,CostOfGoodsSold,38934446000,營業成本
2019-09-30,2454,GrossProfit,28289908000,營業毛利（毛損）淨額
2019-09-30,2454,OperatingIncome,7029308000,營業利益（損失）
2019-09-30,2454,TotalNonoperatingIncomeAndExpense,917617000,營業外收入及支出
2019-09-30,2454,OtherComprehensiveIncome,16359555000,其他綜合損益（淨額）
2019-09-30,2454,EquityAttributableToOwnersOfParent,6870577000,淨利（淨損）歸屬於母公司業主
2019-09-30,2454,NoncontrollingInterests,31804000,淨利（淨損）歸屬於非控制權益
2019-12-31,2454,IncomeBeforeIncomeTax,7055140000,稅前淨利(淨損)
2019-12-31,2454,NetIncome,6383060000,本期淨利(淨損)
2019-12-31,2454,OperatingExpenses,21266210000,營業費用
2019-12-31,2454,TAX,672076000,所得稅費用（利益）
2019-12-31,2454,EPS,4.03,基本每股盈餘（元）
2019-12-31,2454,PreTaxIncome,7055139000,稅前淨利（淨損）
2019-12-31,2454,IncomeFromContinuingOperations,6383063000,繼續營業單位本期淨利（淨損）
2019-12-31,2454,IncomeAfterTaxes,6383063000,本期淨利（淨損）
2019-12-31,2454,TotalConsolidatedProfitForThePeriod,1591352000,本期綜合損益總額
2019-12-31,2454,Revenue,64708379000,營業收入
2019-12-31,2454,CostOfGoodsSold,37215972000,營業成本
2019-12-31,2454,GrossProfit,27492407000,營業毛利（毛損）淨額
2019-12-31,2454,OperatingIncome,6226197000,營業利益（損失）
2019-12-31,2454,TotalNonoperatingIncomeAndExpense,828942000,營業外收入及支出
2019-12-31,2454,OtherComprehensiveIncome,-4791711000,其他綜合損益（淨額）
2019-12-31,2454,EquityAttributableToOwnersOfParent,6326322000,淨利（淨損）歸屬於母公司業主
2019-12-31,2454,NoncontrollingInterests,56741000,淨利（淨損）歸屬於非控制權益
2020-03-31,2454,OperatingExpenses,20434814000,營業費用
2020-03-31,2454,TAX,925775000,所得稅費用（利益）
2020-03-31,2454,EPS,3.64,基本每股盈餘（元）
2020-03-31,2454,PreTaxIncome,6730250000,稅前淨利（淨損）
2020-03-31,2454,IncomeFromContinuingOperations,5804475000,繼續營業單位本期淨利（淨損）
2020-03-31,2454,IncomeAfterTaxes,5804475000,本期淨利（淨損）
2020-03-31,2454,TotalConsolidatedProfitForThePeriod,13154165000,本期綜合損益總額
2020-03-31,2454,Revenue,60862975000,營業收入
2020-03-31,2454,CostOfGoodsSold,34625872000,營業成本
2020-03-31,2454,GrossProfit,26237103000,營業毛利（毛損）淨額
2020-03-31,2454,OperatingIncome,5802289000,營業利益（損失）
2020-03-31,2454,TotalNonoperatingIncomeAndExpense,927961000,營業外收入及支出
2020-03-31,2454,OtherComprehensiveIncome,7349690000,其他綜合損益（淨額）
2020-03-31,2454,EquityAttributableToOwnersOfParent,5715297000,淨利（淨損）歸屬於母公司業主
